snet id,list,sent,POS tag,word num,identified word,replacement string
1510,"['obviously', 'one', 'school', 'get', 'love', 'say']","""She's obviously one of those girls at school who got no love,"" she said.",Noun,2,school,"['obviously', 'one', 'UNK', 'get', 'love', 'say']"
6581,"['panel', 'help', 'come', 'plan', 'get', 'study']","""The panel help him come up with a plan to get studying again.",Verb,1,help,"['panel', 'UNK', 'come', 'plan', 'get', 'study']"
6581,"['panel', 'help', 'come', 'plan', 'get', 'study']","""The panel help him come up with a plan to get studying again.",Noun,0,panel,"['UNK', 'help', 'come', 'plan', 'get', 'study']"
6581,"['panel', 'help', 'come', 'plan', 'get', 'study']","""The panel help him come up with a plan to get studying again.",Adjective,,,"['panel', 'help', 'come', 'plan', 'get', 'UNK']"
1895,"['pigment', 'year', 'old', 'fashion', 'designer', 'skin', 'start', 'change', 'colour', 'five']",The pigment in 23-year-old fashion designer Darcel De Vlugt's skin started changing colour when she was five.,Verb,6,start,"['pigment', 'year', 'old', 'fashion', 'designer', 'skin', 'UNK', 'change', 'colour', 'five']"
1895,"['pigment', 'year', 'old', 'fashion', 'designer', 'skin', 'start', 'change', 'colour', 'five']",The pigment in 23-year-old fashion designer Darcel De Vlugt's skin started changing colour when she was five.,Noun,0,pigment,"['UNK', 'year', 'old', 'fashion', 'designer', 'skin', 'start', 'change', 'colour', 'five']"
54,"['play', 'say', 'shy', 'meet', 'really', 'want', 'meet', 'cast', 'scodelario lily loveless effy naomi skins']","Kaya Scodelario and Lily Loveless, who play Effy and Naomi from Skins, said they were shy about meeting other actors but really wanted to meet the cast of Shameless.",Verb,3,meet,"['play', 'say', 'shy', 'UNK', 'really', 'want', 'meet', 'cast', 'scodelario lily loveless effy naomi skins']"
54,"['play', 'say', 'shy', 'meet', 'really', 'want', 'meet', 'cast', 'scodelario lily loveless effy naomi skins']","Kaya Scodelario and Lily Loveless, who play Effy and Naomi from Skins, said they were shy about meeting other actors but really wanted to meet the cast of Shameless.",Noun,7,cast,"['play', 'say', 'shy', 'meet', 'really', 'want', 'meet', 'UNK', 'scodelario lily loveless effy naomi skins']"
54,"['play', 'say', 'shy', 'meet', 'really', 'want', 'meet', 'cast', 'scodelario lily loveless effy naomi skins']","Kaya Scodelario and Lily Loveless, who play Effy and Naomi from Skins, said they were shy about meeting other actors but really wanted to meet the cast of Shameless.",Adjective,,,"['play', 'say', 'UNK', 'meet', 'really', 'want', 'meet', 'cast', 'scodelario lily loveless effy naomi skins']"
4140,"['probably', 'mature', 'person', 'choir', 'teacher', 'treat', 'differently', 'every', 'one', 'else']","""She was probably the most mature person in the choir, the teacher treated her differently from every one else.",Verb,5,treat,"['probably', 'mature', 'person', 'choir', 'teacher', 'UNK', 'differently', 'every', 'one', 'else']"
4140,"['probably', 'mature', 'person', 'choir', 'teacher', 'treat', 'differently', 'every', 'one', 'else']","""She was probably the most mature person in the choir, the teacher treated her differently from every one else.",Noun,2,person,"['probably', 'mature', 'UNK', 'choir', 'teacher', 'treat', 'differently', 'every', 'one', 'else']"
18637,"['pure', 'spirit', 'bright', 'mind', 'bring', 'part', 'life', 'really']","""She's a very pure spirit and a very bright mind and she brings the part of MJ to life really.",Verb,4,bring,"['pure', 'spirit', 'bright', 'mind', 'UNK', 'part', 'life', 'really']"
18637,"['pure', 'spirit', 'bright', 'mind', 'bring', 'part', 'life', 'really']","""She's a very pure spirit and a very bright mind and she brings the part of MJ to life really.",Noun,1,spirit,"['pure', 'UNK', 'bright', 'mind', 'bring', 'part', 'life', 'really']"
2523,"['rapper', 'pioneer', 'release', 'third', 'album', 'new', 'single', 'going', 'come', 'east', 'london']","East London rapper and Grime pioneer Lethal Bizzle is about to release his third album, with new single Going Out Tonight coming out in September.",Verb,2,release,"['rapper', 'pioneer', 'UNK', 'third', 'album', 'new', 'single', 'going', 'come', 'east', 'london']"
2523,"['rapper', 'pioneer', 'release', 'third', 'album', 'new', 'single', 'going', 'come', 'east', 'london']","East London rapper and Grime pioneer Lethal Bizzle is about to release his third album, with new single Going Out Tonight coming out in September.",Noun,1,pioneer,"['rapper', 'UNK', 'release', 'third', 'album', 'new', 'single', 'going', 'come', 'east', 'london']"
3112,"['reception', 'second', 'album']",As is the reception of his second album Kings & Queens.,Noun,0,reception,"['UNK', 'second', 'album']"
3112,"['reception', 'second', 'album']",As is the reception of his second album Kings & Queens.,Adjective,,,"['UNK', 'second', 'album']"
11943,"['reckon', 'get', 'green', 'one', 'way', 'forward']",He reckons getting green is one way forward.,Verb,0,reckon,"['UNK', 'get', 'green', 'one', 'way', 'forward']"
11943,"['reckon', 'get', 'green', 'one', 'way', 'forward']",He reckons getting green is one way forward.,Noun,6,way,"['reckon', 'get', 'green', 'one', 'UNK', 'forward']"
11943,"['reckon', 'get', 'green', 'one', 'way', 'forward']",He reckons getting green is one way forward.,Adjective,,,"['reckon', 'get', 'green', 'one', 'UNK', 'forward']"
10077,"['red', 'carpet', 'event', 'speak', 'work', 'raise', 'awareness', 'aids']","""On the red carpet before the event, Sharon Stone spoke about her work to raise awareness about Aids.",Verb,3,speak,"['red', 'carpet', 'event', 'UNK', 'work', 'raise', 'awareness', 'aids']"
10077,"['red', 'carpet', 'event', 'speak', 'work', 'raise', 'awareness', 'aids']","""On the red carpet before the event, Sharon Stone spoke about her work to raise awareness about Aids.",Noun,1,carpet,"['red', 'UNK', 'event', 'speak', 'work', 'raise', 'awareness', 'aids']"
10077,"['red', 'carpet', 'event', 'speak', 'work', 'raise', 'awareness', 'aids']","""On the red carpet before the event, Sharon Stone spoke about her work to raise awareness about Aids.",Adjective,,,"['red', 'UNK', 'event', 'speak', 'work', 'raise', 'awareness', 'aids']"
17719,"['reveal', 'detail', 'forthcoming', 'second', 'album']",Lightspeed Champion has revealed details of his forthcoming second album.,Verb,0,reveal,"['UNK', 'detail', 'forthcoming', 'second', 'album']"
17719,"['reveal', 'detail', 'forthcoming', 'second', 'album']",Lightspeed Champion has revealed details of his forthcoming second album.,Noun,1,detail,"['reveal', 'UNK', 'forthcoming', 'second', 'album']"
236,"['reveal', 'detail', 'forthcoming', 'second', 'album']",,Adjective,3,second,"['reveal', 'detail', 'forthcoming', 'UNK', 'album']"
17719,"['reveal', 'detail', 'forthcoming', 'second', 'album']",Lightspeed Champion has revealed details of his forthcoming second album.,Adjective,,,"['reveal', 'UNK', 'forthcoming', 'second', 'album']"
7785,"['say', 'arrive', 'hospital', 'min', 'baby', 'deliver', 'delight', 'would', 'make', 'nas']","Kaplan said: ""Nas did arrive at the hospital about 5 to 10 mins before the baby was delivered and was delighted that he'd made it.",Verb,5,deliver,"['say', 'arrive', 'hospital', 'min', 'baby', 'UNK', 'delight', 'would', 'make', 'nas']"
7785,"['say', 'arrive', 'hospital', 'min', 'baby', 'deliver', 'delight', 'would', 'make', 'nas']","Kaplan said: ""Nas did arrive at the hospital about 5 to 10 mins before the baby was delivered and was delighted that he'd made it.",Noun,2,hospital,"['say', 'arrive', 'UNK', 'min', 'baby', 'deliver', 'delight', 'would', 'make', 'nas']"
15779,"['say', 'ever', 'come', 'back', 'certainly', 'somewhere', 'line', 'ask', 'something', 'like', 'maybe', 'something', 'different', 'would', 'work', 'heartbeat', 'joy', 'al']","""That's not to say that it won't ever come back, it's certainly done for now but somewhere down the line if we were asked to do it again, or something like it, or maybe just something different… I would work with Al in a heartbeat because he's a joy.""",Verb,12,work,"['say', 'ever', 'come', 'back', 'certainly', 'somewhere', 'line', 'ask', 'something', 'like', 'maybe', 'something', 'different', 'would', 'UNK', 'heartbeat', 'joy', 'al']"
15779,"['say', 'ever', 'come', 'back', 'certainly', 'somewhere', 'line', 'ask', 'something', 'like', 'maybe', 'something', 'different', 'would', 'work', 'heartbeat', 'joy', 'al']","""That's not to say that it won't ever come back, it's certainly done for now but somewhere down the line if we were asked to do it again, or something like it, or maybe just something different… I would work with Al in a heartbeat because he's a joy.""",Noun,5,somewhere,"['say', 'ever', 'come', 'back', 'certainly', 'UNK', 'line', 'ask', 'something', 'like', 'maybe', 'something', 'different', 'would', 'work', 'heartbeat', 'joy', 'al']"
15779,"['say', 'ever', 'come', 'back', 'certainly', 'somewhere', 'line', 'ask', 'something', 'like', 'maybe', 'something', 'different', 'would', 'work', 'heartbeat', 'joy', 'al']","""That's not to say that it won't ever come back, it's certainly done for now but somewhere down the line if we were asked to do it again, or something like it, or maybe just something different… I would work with Al in a heartbeat because he's a joy.""",Adjective,,,"['say', 'ever', 'come', 'back', 'UNK', 'somewhere', 'line', 'ask', 'something', 'like', 'maybe', 'something', 'different', 'would', 'work', 'heartbeat', 'joy', 'al']"
6049,"['say', 'get', 'choose', 'million', 'song', 'go']","He said: ""You get to choose from millions of songs but where is your Â£10 going?",Verb,2,choose,"['say', 'get', 'UNK', 'million', 'song', 'go']"
6049,"['say', 'get', 'choose', 'million', 'song', 'go']","He said: ""You get to choose from millions of songs but where is your Â£10 going?",Noun,4,song,"['say', 'get', 'choose', 'million', 'UNK', 'go']"
7551,"['say', 'guy', 'hear', 'sing', 'think', 'moyles', 'year', 'ago']","He said: ""Some guys heard me singing Tom Jones, I think on Moyles, this was about a year ago.",Verb,3,sing,"['say', 'guy', 'hear', 'UNK', 'think', 'moyles', 'year', 'ago']"
7551,"['say', 'guy', 'hear', 'sing', 'think', 'moyles', 'year', 'ago']","He said: ""Some guys heard me singing Tom Jones, I think on Moyles, this was about a year ago.",Noun,6,year,"['say', 'guy', 'hear', 'sing', 'think', 'moyles', 'UNK', 'ago']"
6456,"['say', 'legend', 'story', 'make', 'eye', 'say']","Brandon said Mr Patch was a legend: ""All these stories about him make him more of a hero in our eyes,"" he said.",Verb,5,say,"['say', 'legend', 'story', 'make', 'eye', 'UNK']"
6456,"['say', 'legend', 'story', 'make', 'eye', 'say']","Brandon said Mr Patch was a legend: ""All these stories about him make him more of a hero in our eyes,"" he said.",Noun,1,legend,"['say', 'UNK', 'story', 'make', 'eye', 'say']"
6456,"['say', 'legend', 'story', 'make', 'eye', 'say']","Brandon said Mr Patch was a legend: ""All these stories about him make him more of a hero in our eyes,"" he said.",Adjective,,,"['say', 'legend', 'story', 'make', 'eye', 'UNK']"
17232,"['say', 'much', 'laid', 'back', 'thing', 'want', 'focus', 'make', 'music']",He says he's much more laid back about things now and wants to focus on making music.,Verb,7,make,"['say', 'much', 'laid', 'back', 'thing', 'want', 'focus', 'UNK', 'music']"
17232,"['say', 'much', 'laid', 'back', 'thing', 'want', 'focus', 'make', 'music']",He says he's much more laid back about things now and wants to focus on making music.,Noun,4,thing,"['say', 'much', 'laid', 'back', 'UNK', 'want', 'focus', 'make', 'music']"
7423,"['sign', 'independent', 'label', 'work', 'work']",She's signed to an independent label and has been working with Ian Green who has worked with Madonna.,Verb,3,work,"['sign', 'independent', 'label', 'UNK', 'work']"
7423,"['sign', 'independent', 'label', 'work', 'work']",She's signed to an independent label and has been working with Ian Green who has worked with Madonna.,Noun,2,label,"['sign', 'independent', 'UNK', 'work', 'work']"
7423,"['sign', 'independent', 'label', 'work', 'work']",She's signed to an independent label and has been working with Ian Green who has worked with Madonna.,Adjective,,,"['sign', 'independent', 'label', 'UNK', 'UNK']"
6553,"['since', 'write', 'tour', 'like', 'beyonce', 'gwen stefani chris brown kelly clarkson']","Since then he's been writing and touring with the likes of Beyonce, Gwen Stefani, Chris Brown and Kelly Clarkson.",Verb,2,tour,"['since', 'write', 'UNK', 'like', 'beyonce', 'gwen stefani chris brown kelly clarkson']"
6553,"['since', 'write', 'tour', 'like', 'beyonce', 'gwen stefani chris brown kelly clarkson']","Since then he's been writing and touring with the likes of Beyonce, Gwen Stefani, Chris Brown and Kelly Clarkson.",Noun,2,tour,"['since', 'write', 'UNK', 'like', 'beyonce', 'gwen stefani chris brown kelly clarkson']"
6553,"['since', 'write', 'tour', 'like', 'beyonce', 'gwen stefani chris brown kelly clarkson']","Since then he's been writing and touring with the likes of Beyonce, Gwen Stefani, Chris Brown and Kelly Clarkson.",Adjective,,,"['since', 'UNK', 'tour', 'like', 'beyonce', 'gwen stefani chris brown kelly clarkson']"
5378,"['sitting', 'home', 'watch', 'tv', 'probably', 'say']","Sitting at home watching TV, that's probably it,"" she said.",Verb,0,sitting,"['UNK', 'home', 'watch', 'tv', 'probably', 'say']"
5378,"['sitting', 'home', 'watch', 'tv', 'probably', 'say']","Sitting at home watching TV, that's probably it,"" she said.",Noun,3,tv,"['sitting', 'home', 'watch', 'UNK', 'probably', 'say']"
10495,"['sleep', 'inside']",Mum and Dad sleep inside.,Verb,0,sleep,"['UNK', 'inside']"
10495,"['sleep', 'inside']",Mum and Dad sleep inside.,Adjective,,,"['UNK', 'inside']"
3545,"['song', 'title', 'track', 'film', 'hottest', 'record', 'world', 'show', 'last', 'week', 'cab cutie meet me equinox zane lowe radio']",Death Cab for Cutie song Meet Me On The Equinox is the title track to the film and was Zane Lowe's hottest record in the world on his Radio 1 show last week.,Noun,0,song,"['UNK', 'title', 'track', 'film', 'hottest', 'record', 'world', 'show', 'last', 'week', 'cab cutie meet me equinox zane lowe radio']"
5308,"['split', 'time', 'studio', 'family', 'record', 'base', 'los angeles']",She split her time between Johannes' studio and her Los Angeles family and Queens Of The Stone Age recording base Pink Duck.,Verb,0,split,"['UNK', 'time', 'studio', 'family', 'record', 'base', 'los angeles']"
5308,"['split', 'time', 'studio', 'family', 'record', 'base', 'los angeles']",She split her time between Johannes' studio and her Los Angeles family and Queens Of The Stone Age recording base Pink Duck.,Noun,3,studio,"['split', 'time', 'studio', 'UNK', 'record', 'base', 'los angeles']"
10977,"['state', 'commitment', 'withdraw', 'troop', 'end']","""Barack Obama re-stated his commitment to withdrawing all US troops from Iraq by the end of 2011.",Verb,0,state,"['UNK', 'commitment', 'withdraw', 'troop', 'end']"
10977,"['state', 'commitment', 'withdraw', 'troop', 'end']","""Barack Obama re-stated his commitment to withdrawing all US troops from Iraq by the end of 2011.",Noun,1,commitment,"['state', 'UNK', 'withdraw', 'troop', 'end']"
10977,"['state', 'commitment', 'withdraw', 'troop', 'end']","""Barack Obama re-stated his commitment to withdrawing all US troops from Iraq by the end of 2011.",Adjective,,,"['UNK', 'commitment', 'withdraw', 'troop', 'end']"
4247,"['take', 'one', 'look', 'hip', 'hop', 'collective', 'make', 'practical', 'decision']","""She took one look at her brother (Josh 'J2K' Young) from hip hop collective Flosstradamus and made a practical decision.",Verb,0,take,"['UNK', 'one', 'look', 'hip', 'hop', 'collective', 'make', 'practical', 'decision']"
4247,"['take', 'one', 'look', 'hip', 'hop', 'collective', 'make', 'practical', 'decision']","""She took one look at her brother (Josh 'J2K' Young) from hip hop collective Flosstradamus and made a practical decision.",Noun,5,collective,"['take', 'one', 'look', 'hip', 'hop', 'UNK', 'make', 'practical', 'decision']"
4247,"['take', 'one', 'look', 'hip', 'hop', 'collective', 'make', 'practical', 'decision']","""She took one look at her brother (Josh 'J2K' Young) from hip hop collective Flosstradamus and made a practical decision.",Adjective,,,"['take', 'one', 'UNK', 'hip', 'hop', 'collective', 'make', 'practical', 'decision']"
2461,"['target', 'american', 'politcians', 'medium', 'traditonal', 'enemy']",Her targets were American politcians and the media - her traditonal enemies.,Noun,0,target,"['UNK', 'american', 'politcians', 'medium', 'traditonal', 'enemy']"
2461,"['target', 'american', 'politcians', 'medium', 'traditonal', 'enemy']",Her targets were American politcians and the media - her traditonal enemies.,Adjective,,,"['target', 'american', 'politcians', 'medium', 'traditonal', 'UNK']"
11180,"['tell', 'specially', 'trained', 'officer', 'happen', 'say', 'pretty', 'really', 'nice', 'eye']","I was telling the specially-trained officer what had happened to me… She said, 'You're a pretty girl with really nice eyes.",Verb,2,trained,"['tell', 'specially', 'UNK', 'officer', 'happen', 'say', 'pretty', 'really', 'nice', 'eye']"
11180,"['tell', 'specially', 'trained', 'officer', 'happen', 'say', 'pretty', 'really', 'nice', 'eye']","I was telling the specially-trained officer what had happened to me… She said, 'You're a pretty girl with really nice eyes.",Noun,3,officer,"['tell', 'specially', 'trained', 'UNK', 'happen', 'say', 'pretty', 'really', 'nice', 'eye']"
1048,"['tell', 'write', 'moment', 'newsbeat']","He told Newsbeat: ""I'm writing at the moment.",Verb,0,tell,"['UNK', 'write', 'moment', 'newsbeat']"
1048,"['tell', 'write', 'moment', 'newsbeat']","He told Newsbeat: ""I'm writing at the moment.",Noun,2,moment,"['tell', 'write', 'UNK', 'newsbeat']"
1048,"['tell', 'write', 'moment', 'newsbeat']","He told Newsbeat: ""I'm writing at the moment.",Adjective,,,"['tell', 'write', 'UNK', 'newsbeat']"
9684,"['tend', 'much', 'judgmental', 'approach']","""There tends to be a much more judgmental approach to women.",Verb,0,tend,"['UNK', 'much', 'judgmental', 'approach']"
9684,"['tend', 'much', 'judgmental', 'approach']","""There tends to be a much more judgmental approach to women.",Noun,3,approach,"['tend', 'much', 'judgmental', 'UNK']"
9512,"['terrify', 'pace', 'play', 'well', 'together', 'also', 'score', 'twice', 'lennon croats steven gerrard frank lampard']","Aaron Lennon terrified the Croats with his pace, Steven Gerrard and Frank Lampard not only played well together, but both also scored twice.",Noun,1,pace,"['terrify', 'UNK', 'play', 'well', 'together', 'also', 'score', 'twice', 'lennon croats steven gerrard frank lampard']"
16786,"['third', 'time', 'house', 'flood', 'four', 'year']",This is the third time her house has flooded in four years.,Verb,3,flood,"['third', 'time', 'house', 'UNK', 'four', 'year']"
16786,"['third', 'time', 'house', 'flood', 'four', 'year']",This is the third time her house has flooded in four years.,Noun,2,house,"['third', 'time', 'UNK', 'flood', 'four', 'year']"
16786,"['third', 'time', 'house', 'flood', 'four', 'year']",This is the third time her house has flooded in four years.,Adjective,,,"['third', 'UNK', 'house', 'flood', 'four', 'year']"
16562,"['tour', 'go', 'little', 'tribute', 'sure', 'love', 'singing']","""On tour I'm going to do a little tribute to him for sure, because I love singing Jackson.",Verb,5,singing,"['tour', 'go', 'little', 'tribute', 'sure', 'love', 'UNK']"
16562,"['tour', 'go', 'little', 'tribute', 'sure', 'love', 'singing']","""On tour I'm going to do a little tribute to him for sure, because I love singing Jackson.",Noun,0,tour,"['UNK', 'go', 'little', 'tribute', 'sure', 'love', 'singing']"
11159,"['value', 'president', 'responsible', 'approach', 'say', 'us']","""We value the US president's responsible approach,"" he said.",Verb,0,value,"['UNK', 'president', 'responsible', 'approach', 'say', 'us']"
11159,"['value', 'president', 'responsible', 'approach', 'say', 'us']","""We value the US president's responsible approach,"" he said.",Noun,1,president,"['value', 'UNK', 'responsible', 'approach', 'say', 'us']"
11159,"['value', 'president', 'responsible', 'approach', 'say', 'us']","""We value the US president's responsible approach,"" he said.",Adjective,,,"['value', 'president', 'responsible', 'UNK', 'say', 'us']"
128,"['want', 'question', 'still', 'love', 'would', 'promote', 'album', 'unhappy', 'mean', 'happily', 'marry']","""What I want to question is, if he was still in love with me, how would he be promoting his album if he was so unhappy, and we were meant to be happily married?",Verb,0,want,"['UNK', 'question', 'still', 'love', 'would', 'promote', 'album', 'unhappy', 'mean', 'happily', 'marry']"
128,"['want', 'question', 'still', 'love', 'would', 'promote', 'album', 'unhappy', 'mean', 'happily', 'marry']","""What I want to question is, if he was still in love with me, how would he be promoting his album if he was so unhappy, and we were meant to be happily married?",Noun,1,question,"['want', 'UNK', 'still', 'love', 'would', 'promote', 'album', 'unhappy', 'mean', 'happily', 'marry']"
17113,"['way', 'think', 'give', 'little', 'bit', 'credibility', 'give', 'u', 'little', 'bit', 'celebrity']","""The way we think about it is we gave her a little bit of our credibility and she gave us a little bit of her celebrity.",Verb,1,think,"['way', 'UNK', 'give', 'little', 'bit', 'credibility', 'give', 'u', 'little', 'bit', 'celebrity']"
17113,"['way', 'think', 'give', 'little', 'bit', 'credibility', 'give', 'u', 'little', 'bit', 'celebrity']","""The way we think about it is we gave her a little bit of our credibility and she gave us a little bit of her celebrity.",Noun,4,credibility,"['way', 'think', 'give', 'little', 'bit', 'UNK', 'give', 'u', 'little', 'bit', 'celebrity']"
17113,"['way', 'think', 'give', 'little', 'bit', 'credibility', 'give', 'u', 'little', 'bit', 'celebrity']","""The way we think about it is we gave her a little bit of our credibility and she gave us a little bit of her celebrity.",Adjective,,,"['way', 'think', 'give', 'little', 'UNK', 'credibility', 'give', 'u', 'little', 'bit', 'celebrity']"
8563,"['year', 'music', 'business', 'british', 'soul', 'singer', 'back', 'promote', 'second', 'album']","After more than a year out of the music business, British soul singer Corinne Bailey Rae is back to promote her second album.",Verb,7,promote,"['year', 'music', 'business', 'british', 'soul', 'singer', 'back', 'UNK', 'second', 'album']"
8563,"['year', 'music', 'business', 'british', 'soul', 'singer', 'back', 'promote', 'second', 'album']","After more than a year out of the music business, British soul singer Corinne Bailey Rae is back to promote her second album.",Noun,2,business,"['year', 'music', 'UNK', 'british', 'soul', 'singer', 'back', 'promote', 'second', 'album']"
8563,"['year', 'music', 'business', 'british', 'soul', 'singer', 'back', 'promote', 'second', 'album']","After more than a year out of the music business, British soul singer Corinne Bailey Rae is back to promote her second album.",Adjective,,,"['UNK', 'music', 'business', 'british', 'soul', 'singer', 'back', 'promote', 'second', 'album']"
19103,"['year', 'old', 'insist', 'prepare', 'dilute', 'style', 'make', 'le', 'intense', 'follow', 'trend', 'thing', 'say']","""The 33-year-old insisted he wasn't prepared to dilute his style or make it less intense: ""If we just follow trends then we're all doing the same thing,"" he said.",Verb,2,insist,"['year', 'old', 'UNK', 'prepare', 'dilute', 'style', 'make', 'le', 'intense', 'follow', 'trend', 'thing', 'say']"
19103,"['year', 'old', 'insist', 'prepare', 'dilute', 'style', 'make', 'le', 'intense', 'follow', 'trend', 'thing', 'say']","""The 33-year-old insisted he wasn't prepared to dilute his style or make it less intense: ""If we just follow trends then we're all doing the same thing,"" he said.",Noun,5,style,"['year', 'old', 'insist', 'prepare', 'dilute', 'UNK', 'make', 'le', 'intense', 'follow', 'trend', 'thing', 'say']"
19103,"['year', 'old', 'insist', 'prepare', 'dilute', 'style', 'make', 'le', 'intense', 'follow', 'trend', 'thing', 'say']","""The 33-year-old insisted he wasn't prepared to dilute his style or make it less intense: ""If we just follow trends then we're all doing the same thing,"" he said.",Adjective,,,"['year', 'old', 'insist', 'prepare', 'UNK', 'style', 'make', 'le', 'intense', 'follow', 'trend', 'thing', 'say']"
1426,"['year', 'old', 'kill', 'bomb']",Colin Parry's 12-year-old son was killed by an IRA bomb in Warrington.,Verb,2,kill,"['year', 'old', 'UNK', 'bomb']"
1426,"['year', 'old', 'kill', 'bomb']",Colin Parry's 12-year-old son was killed by an IRA bomb in Warrington.,Noun,0,year,"['UNK', 'old', 'kill', 'bomb']"
1426,"['year', 'old', 'kill', 'bomb']",Colin Parry's 12-year-old son was killed by an IRA bomb in Warrington.,Adjective,,,"['year', 'old', 'UNK', 'bomb']"
1763,"['year', 'younger', 'say']","""They're only a few years younger than me myself,"" she said.",Verb,2,say,"['year', 'younger', 'UNK']"
1763,"['year', 'younger', 'say']","""They're only a few years younger than me myself,"" she said.",Noun,0,year,"['UNK', 'younger', 'say']"
1763,"['year', 'younger', 'say']","""They're only a few years younger than me myself,"" she said.",Adjective,,,"['UNK', 'younger', 'say']"
9365,"['zoom', 'past', 'marine', 'moped', 'afghan']",An Afghan man zooms past the marines on his moped.,Verb,0,zoom,"['UNK', 'past', 'marine', 'moped', 'afghan']"
9365,"['zoom', 'past', 'marine', 'moped', 'afghan']",An Afghan man zooms past the marines on his moped.,Noun,2,marine,"['zoom', 'past', 'UNK', 'moped', 'afghan']"
9365,"['zoom', 'past', 'marine', 'moped', 'afghan']",An Afghan man zooms past the marines on his moped.,Adjective,,,"['zoom', 'past', 'marine', 'moped', 'UNK']"
